100100504834670592	55396290	19	20	positive
100100504834670592	55396290	21	21	objective
100076597658390528	88332945	0	12	objective
100076597658390528	88332945	13	13	positive
100076597658390528	88332945	14	14	objective
100076597658390528	88332945	15	15	positive
100076597658390528	88332945	16	17	objective
101550065839124480	159385828	0	16	objective
101550065839124480	159385828	17	17	negative
101550065839124480	159385828	18	18	objective
102843124530946048	28374628	0	4	objective
102843124530946048	28374628	5	5	positive
102843124530946048	28374628	6	10	objective
102843124530946048	28374628	11	11	positive
102843124530946048	28374628	12	15	objective
107613619033874432	267443768	0	7	objective
107613619033874432	267443768	8	10	negative
107613619033874432	267443768	11	15	objective
111344599699693568	338069340	0	5	objective
100109511003607040	10461172	0	24	objective
101151487161405440	337820530	0	0	objective
101151487161405440	337820530	1	1	positive
101151487161405440	337820530	2	5	objective
101151487161405440	337820530	6	6	positive
101151487161405440	337820530	7	14	objective
101151487161405440	337820530	15	17	positive
101151487161405440	337820530	18	24	objective
103114993733599232	17141133	0	15	objective
103114993733599232	17141133	16	17	negative
103114993733599232	17141133	18	26	objective
111696208740884480	190686764	0	26	objective
100046378046201857	121392921	0	3	negative
100046378046201857	121392921	4	6	objective
100046378046201857	121392921	7	7	positive
106691921954603008	28427719	0	18	objective
90905261992194048	177156106	0	14	objective
100001038454624257	58160183	0	21	objective
103220239621308416	40560097	0	1	positive
103220239621308416	40560097	2	12	objective
103220239621308416	40560097	13	15	positive
103786323181174784	14414855	0	0	objective
103786323181174784	14414855	1	1	positive
103786323181174784	14414855	2	8	objective
103786323181174784	14414855	9	11	neutral
103786323181174784	14414855	12	23	objective
103786323181174784	14414855	24	26	positive
103172951364476928	47171512	0	8	objective
103172951364476928	47171512	9	11	positive
103172951364476928	47171512	12	14	objective
111508116201406464	185023213	0	1	negative
111508116201406464	185023213	2	19	objective
100259092156784641	302005731	0	4	objective
100259092156784641	302005731	5	6	positive
100259092156784641	302005731	7	11	objective
100259092156784641	302005731	12	14	positive
100259092156784641	302005731	15	20	objective
104773488799268864	24651255	0	2	negative
104773488799268864	24651255	3	16	objective
104773488799268864	24651255	17	17	negative
104773488799268864	24651255	18	26	objective
102085855975444480	274678116	0	0	objective
102085855975444480	274678116	1	2	negative
102085855975444480	274678116	3	14	objective
111854950841196544	105805842	0	14	objective
108580070968397824	160776483	0	5	objective
108580070968397824	160776483	6	6	positive
108580070968397824	160776483	7	21	objective
111779283248226305	42046923	0	18	objective
111779283248226305	42046923	19	19	negative
111779283248226305	42046923	20	21	objective
100230511959605248	223897814	0	13	objective
100230511959605248	223897814	14	14	positive
100230511959605248	223897814	15	17	objective
111823672993529856	12997002	0	21	objective
111688374955413504	106246082	0	5	objective
111688374955413504	106246082	6	6	negative
111688374955413504	106246082	7	11	objective
111688374955413504	106246082	12	12	negative
111688374955413504	106246082	13	16	objective
101783554563903488	19326476	0	8	objective
101783554563903488	19326476	9	10	positive
101783554563903488	19326476	11	19	objective
101783554563903488	19326476	20	20	neutral
101783554563903488	19326476	21	22	objective
101783554563903488	19326476	23	23	negative
102117994313949185	270627460	0	12	objective
100257595364868096	21717951	0	3	objective
100257595364868096	21717951	4	4	negative
100257595364868096	21717951	5	8	objective
100257595364868096	21717951	9	9	negative
100257595364868096	21717951	10	27	objective
101392827065442305	189350760	0	19	objective
111476531758514176	68249411	0	18	objective
100004341674553344	195951022	0	1	objective
100004341674553344	195951022	2	6	neutral
100004341674553344	195951022	7	15	objective
111373353666883584	93874882	0	14	objective
111373353666883584	93874882	15	15	positive
111373353666883584	93874882	16	16	objective
109454805151387649	197602877	0	14	objective
109454805151387649	197602877	15	17	neutral
109454805151387649	197602877	18	22	objective
91081325884358656	48453	0	13	objective
90854967476363265	23108799	0	17	objective
100108118712782848	57756665	0	3	positive
100108118712782848	57756665	4	23	objective
100108118712782848	57756665	24	24	positive
100108118712782848	57756665	25	26	objective
112609974089293824	80270548	0	10	objective
109002622928822273	20954885	0	14	objective
109002622928822273	20954885	15	16	negative
109002622928822273	20954885	17	20	objective
100018512445186048	35952250	0	23	objective
109288021341384704	23159696	0	16	objective
109288021341384704	23159696	17	19	negative
109288021341384704	23159696	20	21	objective
109288021341384704	23159696	22	22	negative
109288021341384704	23159696	23	27	objective
100018017278234624	127678880	0	9	objective
100018017278234624	127678880	10	11	neutral
100018017278234624	127678880	12	23	objective
100197007053950976	16632172	0	9	objective
100197007053950976	16632172	10	10	negative
100197007053950976	16632172	11	23	objective
112783077285179392	219913533	0	19	objective
102825725907832833	46436706	0	11	objective
102825725907832833	46436706	12	12	negative
102825725907832833	46436706	13	13	objective
102825725907832833	46436706	14	15	positive
102825725907832833	46436706	16	21	objective
102825725907832833	46436706	22	23	negative
100592502184214529	14354316	0	13	objective
100592502184214529	14354316	14	14	positive
100592502184214529	14354316	15	21	objective
112700931925221376	98465700	0	1	positive
112700931925221376	98465700	2	5	objective
112700931925221376	98465700	6	6	positive
112700931925221376	98465700	7	9	objective
111552333162364929	58742577	0	11	objective
111552333162364929	58742577	12	13	positive
111552333162364929	58742577	14	16	objective
100503244962406400	304917066	0	13	objective
100503244962406400	304917066	14	14	neutral
100503244962406400	304917066	15	24	objective
100789354846355456	120479657	0	21	objective
109001452000788482	46438367	0	25	objective
109016744177319937	37107660	0	3	objective
109016744177319937	37107660	4	4	negative
109016744177319937	37107660	5	20	objective
111334843148800000	17421818	0	5	objective
111334843148800000	17421818	6	6	positive
111334843148800000	17421818	7	22	objective
100484040750149633	58394565	0	21	objective
102705034470498305	138387125	0	4	objective
102705034470498305	138387125	5	5	negative
102705034470498305	138387125	6	10	objective
102705034470498305	138387125	11	11	negative
102705034470498305	138387125	12	18	objective
112700010658922496	228628624	0	13	objective
111496739382505473	2049631	0	19	objective
102357414950604800	321661248	0	18	objective
102357414950604800	321661248	19	21	positive
100667150242553856	29886252	0	1	negative
100667150242553856	29886252	2	10	objective
100741159265107968	36807018	0	6	objective
100741159265107968	36807018	7	7	positive
100741159265107968	36807018	8	19	objective
100816091399462912	146714827	0	21	objective
100032137759166464	48260635	0	15	objective
100032137759166464	48260635	16	16	positive
100077416856289280	261780244	0	9	objective
100077416856289280	261780244	10	10	positive
100077416856289280	261780244	11	14	objective
100077416856289280	261780244	15	16	positive
100077416856289280	261780244	17	23	objective
100245678009237506	68094466	0	8	objective
100245678009237506	68094466	9	9	positive
100245678009237506	68094466	10	23	objective
100032675984834560	37065908	0	9	objective
102522828758327296	295242250	0	19	objective
102522828758327296	295242250	20	20	positive
107643100272410624	214558699	0	2	objective
107643100272410624	214558699	3	3	positive
107643100272410624	214558699	4	11	objective
100968344093597696	15874918	0	22	objective
100064832778276864	20031320	0	22	objective
100064832778276864	20031320	23	23	positive
100064832778276864	20031320	24	24	objective
100064832778276864	20031320	25	25	negative
100064832778276864	20031320	26	30	objective
101057730034405376	68885138	0	23	objective
100110382428983296	253005223	0	23	objective
111432115199021056	52033085	0	0	objective
111432115199021056	52033085	1	1	positive
111432115199021056	52033085	2	11	objective
111432115199021056	52033085	12	12	positive
111432115199021056	52033085	13	24	objective
100110149557039106	142478818	0	14	objective
100110149557039106	142478818	15	16	negative
100110149557039106	142478818	17	27	objective
102148459527802880	158475057	0	16	objective
102148459527802880	158475057	17	17	positive
102148459527802880	158475057	18	18	objective
108925496301064192	199839546	0	12	objective
108925496301064192	199839546	13	13	positive
108925496301064192	199839546	14	17	objective
105739077680250880	101247076	0	3	objective
105739077680250880	101247076	4	5	neutral
105739077680250880	101247076	6	16	objective
96908119757697024	19400611	0	11	objective
96908119757697024	19400611	12	12	negative
96908119757697024	19400611	13	22	objective
100242601780838401	275096940	0	0	positive
100242601780838401	275096940	1	21	objective
103052708277256192	66396696	0	22	objective
107173682652250112	23570909	0	0	objective
107173682652250112	23570909	1	2	neutral
107173682652250112	23570909	3	13	objective
107173682652250112	23570909	14	14	negative
107173682652250112	23570909	15	16	objective
107173682652250112	23570909	17	17	negative
107173682652250112	23570909	18	22	objective
101948969374064640	22553264	0	8	objective
101948969374064640	22553264	9	16	negative
101948969374064640	22553264	17	19	objective
106963409085542401	53237230	0	4	objective
106963409085542401	53237230	5	8	positive
106963409085542401	53237230	9	17	objective
106963409085542401	53237230	18	18	positive
112505769643094017	202944332	0	29	objective
102975731008671744	27938870	0	7	objective
102975731008671744	27938870	8	8	positive
102975731008671744	27938870	9	13	objective
102975731008671744	27938870	14	14	positive
102975731008671744	27938870	15	17	objective
105860347424022528	44714414	0	2	objective
105860347424022528	44714414	3	3	positive
105860347424022528	44714414	4	15	objective
105860347424022528	44714414	16	17	positive
105860347424022528	44714414	18	21	objective
100124339705348096	27851369	0	17	objective
100740807904067585	215367707	0	12	objective
100740807904067585	215367707	13	13	neutral
100740807904067585	215367707	14	14	objective
102463043530797056	212320295	0	12	objective
102463043530797056	212320295	13	15	positive
102644489797115904	273280405	0	16	objective
100228541945360384	16210489	0	6	positive
100228541945360384	16210489	7	16	objective
101422463187030016	63110938	0	0	objective
101422463187030016	63110938	1	1	neutral
101422463187030016	63110938	2	9	objective
100487851703148544	25982432	0	14	objective
100487851703148544	25982432	15	18	negative
100048909740670977	15010061	0	9	objective
100048909740670977	15010061	10	11	positive
100048909740670977	15010061	12	13	objective
100048909740670977	15010061	14	15	positive
111408114162597888	362655740	0	24	objective
109634216093954048	88090633	0	21	objective
103927110929887232	108621190	0	11	objective
103927110929887232	108621190	12	14	positive
103927110929887232	108621190	15	16	objective
91230278244237312	138930681	0	4	objective
91230278244237312	138930681	5	5	positive
91230278244237312	138930681	6	24	objective
107520966292279296	169900990	0	21	objective
100002521464053761	72724061	0	10	objective
100002521464053761	72724061	11	11	positive
105739077680250880	101247076	0	16	objective
100031369626927105	46582425	0	0	negative
100031369626927105	46582425	1	9	objective
100031369626927105	46582425	10	12	neutral
100031369626927105	46582425	13	24	objective
102130567335788544	353922730	0	9	objective
102130567335788544	353922730	10	10	positive
102130567335788544	353922730	11	15	objective
111463226742554624	356752859	0	1	objective
111463226742554624	356752859	2	2	negative
111463226742554624	356752859	3	6	objective
111420647497932800	280803839	0	17	objective
111420647497932800	280803839	18	18	neutral
111420647497932800	280803839	19	21	objective
111041006799044608	32691114	0	0	positive
111041006799044608	32691114	1	7	objective
111041006799044608	32691114	8	9	positive
112050652489859072	232376395	0	15	objective
100244764120719360	280976916	0	5	objective
100244764120719360	280976916	6	7	negative
100244764120719360	280976916	8	8	objective
101874697754509312	43306454	0	17	objective
101874697754509312	43306454	18	21	positive
101874697754509312	43306454	22	22	objective
102736952536731648	21922707	0	14	objective
102736952536731648	21922707	15	15	positive
100636241443295233	272088057	0	4	objective
100636241443295233	272088057	5	6	positive
100636241443295233	272088057	7	23	objective
100636241443295233	272088057	24	24	positive
100395078731837441	48453336	0	19	objective
100484763084783617	100501676	0	23	objective
111660881456271360	354455851	0	15	objective
111660881456271360	354455851	16	17	positive
111660881456271360	354455851	18	23	objective
100047389397749760	23864998	0	28	objective
100847318449917952	163826804	0	3	objective
100847318449917952	163826804	4	5	positive
100847318449917952	163826804	6	15	objective
100847318449917952	163826804	16	16	positive
100847318449917952	163826804	17	20	objective
100031945379024896	23096449	0	10	objective
100031945379024896	23096449	11	11	positive
100031945379024896	23096449	12	12	objective
100031945379024896	23096449	13	14	positive
100031945379024896	23096449	15	15	objective
111417256864526336	88910582	0	12	objective
111417256864526336	88910582	13	13	positive
101014743132811264	239085936	0	12	objective
101014743132811264	239085936	13	13	positive
101014743132811264	239085936	14	26	objective
101482478065291264	68432602	0	1	objective
101482478065291264	68432602	2	2	positive
101482478065291264	68432602	3	11	objective
101482478065291264	68432602	12	12	positive
101482478065291264	68432602	13	13	objective
101890785275949056	190321556	0	2	objective
101890785275949056	190321556	3	4	negative
101890785275949056	190321556	5	14	objective
101890785275949056	190321556	15	16	negative
101890785275949056	190321556	17	20	objective
100034181253439488	265108735	0	0	positive
100034181253439488	265108735	1	12	objective
100034181253439488	265108735	13	13	positive
111718815578062848	124004671	0	0	objective
111718815578062848	124004671	1	1	positive
111718815578062848	124004671	2	7	objective
111718815578062848	124004671	8	8	positive
100002584810631168	35672128	0	2	objective
100002584810631168	35672128	3	3	positive
100002584810631168	35672128	4	4	objective
100002584810631168	35672128	5	5	neutral
100002584810631168	35672128	6	8	objective
100002584810631168	35672128	9	10	negative
100002584810631168	35672128	11	17	objective
100171237455695872	230264469	0	14	objective
109272638165221376	22730287	0	1	neutral
109272638165221376	22730287	2	21	objective
101664330587717632	76529631	0	20	objective
101664330587717632	76529631	21	22	positive
101664330587717632	76529631	23	28	objective
100544370142482432	49219375	0	16	objective
100168179413819393	25673584	0	19	objective
100168179413819393	25673584	20	21	negative
100168179413819393	25673584	22	24	objective
111960575411621888	24388887	0	6	objective
111960575411621888	24388887	7	8	positive
111960575411621888	24388887	9	12	objective
106871108430594048	135836213	0	19	objective
100077968503750656	28733969	0	14	objective
100591108240838657	349120754	0	17	objective
100079174001238016	282675787	0	0	objective
100079174001238016	282675787	1	2	positive
100079174001238016	282675787	3	25	objective
100109953997602816	63002955	0	22	objective
100046864652574720	38335522	0	1	objective
100046864652574720	38335522	2	4	positive
100046864652574720	38335522	5	16	objective
100124927616753664	148795856	0	13	objective
100124927616753664	148795856	14	16	positive
109484454271131649	25508307	0	18	objective
109484454271131649	25508307	19	21	negative
109484454271131649	25508307	22	22	objective
109484454271131649	25508307	23	23	negative
109484454271131649	25508307	24	25	objective
109484454271131649	25508307	26	26	negative
100500019202895872	300097931	0	10	objective
100500019202895872	300097931	11	11	positive
102556166969761792	197601271	0	18	objective
102556166969761792	197601271	19	21	positive
102522834261262336	9141832	0	0	negative
102522834261262336	9141832	1	6	objective
102522834261262336	9141832	7	7	positive
102522834261262336	9141832	8	19	objective
101452523759607809	72015454	0	26	objective
100004406396858368	72056755	0	10	objective
100004406396858368	72056755	11	12	positive
100004406396858368	72056755	13	16	objective
105544170747330560	74995139	0	18	objective
100125491968741376	348388875	0	13	objective
100244223315558401	313005431	0	0	objective
100244223315558401	313005431	1	2	neutral
100244223315558401	313005431	3	15	objective
111733664165011456	120461734	0	22	objective
111733664165011456	120461734	23	23	positive
100001181002252288	43748336	0	12	objective
100001181002252288	43748336	13	13	positive
100001181002252288	43748336	14	19	objective
100001181002252288	43748336	20	23	positive
100001181002252288	43748336	24	24	objective
100155788294762496	223639114	0	1	objective
100155788294762496	223639114	2	2	positive
100155788294762496	223639114	3	18	objective
111340757864022017	47642864	0	14	objective
111340757864022017	47642864	15	15	positive
111340757864022017	47642864	16	18	objective
101786196639883264	350096289	0	10	objective
101786196639883264	350096289	11	11	positive
101786196639883264	350096289	12	17	objective
101786196639883264	350096289	18	20	positive
111326159253413888	16782697	0	14	objective
111824175580200960	248813520	0	1	positive
111824175580200960	248813520	2	5	objective
108230031880368128	23717472	0	25	objective
104063334818648064	353521021	0	4	objective
104063334818648064	353521021	5	6	positive
104063334818648064	353521021	7	20	objective
111344977212211201	202447380	0	7	objective
102916706053267456	253282664	0	20	objective
100061932765188096	279703261	0	0	objective
100061932765188096	279703261	1	1	positive
100061932765188096	279703261	2	7	objective
100061932765188096	279703261	8	9	positive
100061932765188096	279703261	10	13	objective
102086168665006080	60945241	0	10	objective
102086168665006080	60945241	11	11	positive
102086168665006080	60945241	12	19	objective
100032889898532864	97294141	0	23	objective
101782812151136256	153576434	0	0	objective
101782812151136256	153576434	1	3	positive
101782812151136256	153576434	4	18	objective
100272971612037120	220374653	0	12	objective
100272971612037120	220374653	13	14	positive
100272971612037120	220374653	15	19	objective
108200058473811968	85574636	0	5	positive
108200058473811968	85574636	6	25	objective
107945681955717120	18847909	0	11	objective
107945681955717120	18847909	12	12	positive
107945681955717120	18847909	13	15	objective
107945681955717120	18847909	16	16	positive
107945681955717120	18847909	17	27	objective
109318399284355073	40753509	0	8	objective
109318399284355073	40753509	9	10	negative
109318399284355073	40753509	11	12	objective
109318399284355073	40753509	13	14	negative
109318399284355073	40753509	15	15	objective
109318399284355073	40753509	16	18	negative
109000977264295936	16250929	0	14	objective
108156619417845760	25217843	0	2	objective
108156619417845760	25217843	3	4	positive
108156619417845760	25217843	5	19	objective
100002141757915138	67690709	0	19	objective
100002141757915138	67690709	20	20	positive
100002141757915138	67690709	21	25	objective
100245144627986432	186164728	0	6	objective
100245144627986432	186164728	7	7	positive
100245144627986432	186164728	8	17	objective
100245144627986432	186164728	18	18	positive
100245144627986432	186164728	19	19	objective
110375430309154817	255096038	0	9	objective
110375430309154817	255096038	10	10	positive
110375430309154817	255096038	11	18	objective
110375430309154817	255096038	19	20	positive
110375430309154817	255096038	21	24	objective
106736835811737601	106324907	0	20	objective
110540813716570112	211279117	0	10	objective
105332660733353984	15487092	0	3	negative
105332660733353984	15487092	4	23	objective
103942286265679873	14146019	0	3	objective
103942286265679873	14146019	4	4	negative
103942286265679873	14146019	5	5	objective
103942286265679873	14146019	6	6	negative
103942286265679873	14146019	7	22	objective
100244244601638912	108619748	0	16	objective
100244244601638912	108619748	17	17	positive
100244244601638912	108619748	18	18	objective
100244244601638912	108619748	19	19	negative
100502555976663040	83457749	0	3	objective
100502555976663040	83457749	4	4	neutral
100502555976663040	83457749	5	19	objective
100304159491899393	69968102	0	1	objective
100304159491899393	69968102	2	2	positive
100304159491899393	69968102	3	17	objective
100304159491899393	69968102	18	18	positive
100287777484189696	283015751	0	22	objective
101012460286377984	19092739	0	23	objective
100607510523822081	58548885	0	19	objective
102842251767586817	347476694	0	26	objective
100803851426344960	271582975	0	0	negative
100803851426344960	271582975	1	27	objective
100319389873737729	23838825	0	18	objective
100319389873737729	23838825	19	21	negative
100319389873737729	23838825	22	24	objective
101876360158511104	62430201	0	1	objective
101876360158511104	62430201	2	2	neutral
101876360158511104	62430201	3	13	objective
101876360158511104	62430201	14	14	neutral
108612731321593856	196809690	0	14	objective
108612731321593856	196809690	15	15	positive
111344128507392000	24206052	0	25	objective
111344128507392000	24206052	26	26	negative
100001854695538689	48383145	0	12	objective
100001854695538689	48383145	13	14	negative
100001854695538689	48383145	15	20	objective
100304503676485632	98897658	0	16	objective
100062714054975488	85306789	0	8	objective
100062714054975488	85306789	9	10	negative
100062714054975488	85306789	11	12	objective
100062714054975488	85306789	13	14	positive
100062714054975488	85306789	15	15	objective
100062714054975488	85306789	16	17	negative
97769590960033792	234505253	0	20	objective
97769590960033792	234505253	21	22	negative
100230762007248896	195932168	0	10	objective
100230762007248896	195932168	11	11	negative
100230762007248896	195932168	12	13	objective
100230762007248896	195932168	14	15	negative
100230762007248896	195932168	16	20	objective
106071742820265984	108617892	0	0	negative
106071742820265984	108617892	1	7	objective
106071742820265984	108617892	8	8	negative
106071742820265984	108617892	9	21	objective
101468391130415104	41306675	0	20	objective
111383252333375488	115672217	0	24	objective
111495784310124544	43073465	0	2	objective
111495784310124544	43073465	3	3	positive
111495784310124544	43073465	4	19	objective
111495784310124544	43073465	20	21	neutral
111368193779572736	50802964	0	11	objective
111368193779572736	50802964	12	12	positive
90965889557594112	16713031	0	6	objective
90965889557594112	16713031	7	7	negative
90965889557594112	16713031	8	11	objective
90965889557594112	16713031	12	12	negative
90965889557594112	16713031	13	18	objective
100289220916162560	247951021	0	26	objective
100289220916162560	247951021	27	28	negative
100289220916162560	247951021	29	31	objective
101692199170867201	61629616	0	0	positive
101692199170867201	61629616	1	5	objective
100002850477842432	131070878	0	10	objective
100002850477842432	131070878	11	12	positive
100002850477842432	131070878	13	19	objective
100002970908884994	202585750	0	5	objective
100002970908884994	202585750	6	7	positive
100002970908884994	202585750	8	15	objective
106569271450140673	191241076	0	14	objective
106569271450140673	191241076	15	17	negative
106569271450140673	191241076	18	19	objective
110630946876821504	29416980	0	1	objective
110630946876821504	29416980	2	2	positive
110630946876821504	29416980	3	14	objective
110630946876821504	29416980	15	16	positive
110630946876821504	29416980	17	22	objective
100215051369189376	326123417	0	14	objective
100016884988133376	309956817	0	8	objective
100366302362873857	92158521	0	5	objective
100366302362873857	92158521	6	7	positive
100366302362873857	92158521	8	17	objective
100320979225554944	91441301	0	21	objective
111420811562336256	180385367	0	17	objective
101710617383153664	89462937	0	24	objective
100121636048609280	38404334	0	21	objective
100121636048609280	38404334	22	24	negative
100121636048609280	38404334	25	26	objective
100485461704851456	194930259	0	23	objective
103157388474990592	30425501	0	4	objective
103157388474990592	30425501	5	5	neutral
103157388474990592	30425501	6	18	objective
106797729409273857	143622649	0	18	objective
100257639950319617	123158239	0	0	objective
100257639950319617	123158239	1	1	positive
100257639950319617	123158239	2	9	objective
100153462687399936	63925228	0	18	objective
100153462687399936	63925228	19	19	positive
102855180902604800	115385491	0	30	objective
100620121004969984	227651864	0	22	objective
96619333626769408	117928875	0	2	objective
96619333626769408	117928875	3	5	positive
96619333626769408	117928875	6	9	objective
96619333626769408	117928875	10	10	positive
96619333626769408	117928875	11	19	objective
111929406846545920	28983293	0	0	negative
111929406846545920	28983293	1	1	objective
111929406846545920	28983293	2	2	negative
111929406846545920	28983293	3	7	objective
111334657714434048	34191996	0	13	objective
111334657714434048	34191996	14	14	negative
111334657714434048	34191996	15	21	objective
111489768969351168	203603397	0	0	objective
111489768969351168	203603397	1	1	positive
111489768969351168	203603397	2	23	objective
104230040224542720	53476983	0	5	objective
104230040224542720	53476983	6	6	positive
104230040224542720	53476983	7	20	objective
101376750923169792	140995431	0	14	objective
101376750923169792	140995431	15	15	negative
101376750923169792	140995431	16	20	objective
100757119254532096	129585625	0	14	objective
100275185957081088	255666197	0	16	objective
100275185957081088	255666197	17	17	positive
100275185957081088	255666197	18	23	objective
111496739382505473	2049631	0	19	objective
100018715550167040	19841902	0	6	objective
100018715550167040	19841902	7	8	positive
100018715550167040	19841902	9	12	objective
102930053272313856	15195755	0	25	objective
100696473406144512	58885552	0	11	objective
100696473406144512	58885552	12	13	negative
100696473406144512	58885552	14	19	objective
100167102098456576	244545107	0	21	objective
108759304181526529	363931149	0	25	objective
102145743250391040	167878124	0	25	objective
94101630697484288	113217739	0	19	objective
100396011675074561	84990150	0	2	objective
100396011675074561	84990150	3	5	positive
100396011675074561	84990150	6	20	objective
109001223956463616	113061485	0	1	objective
109001223956463616	113061485	2	3	negative
109001223956463616	113061485	4	19	objective
100155707663466496	260992976	0	0	objective
100155707663466496	260992976	1	1	positive
100155707663466496	260992976	2	6	objective
100155707663466496	260992976	7	8	positive
100155707663466496	260992976	9	14	objective
96619147974291456	46557945	0	0	objective
96619147974291456	46557945	1	2	positive
96619147974291456	46557945	3	7	objective
96619147974291456	46557945	8	8	positive
96619147974291456	46557945	9	17	objective
109000697319657472	131227591	0	22	objective
101213594296913920	22059204	0	5	objective
101213594296913920	22059204	6	6	positive
101213594296913920	22059204	7	21	objective
105663631999504384	343369551	0	25	objective
100032613074485248	79893160	0	0	positive
100032613074485248	79893160	1	8	objective
100032613074485248	79893160	9	9	positive
100032613074485248	79893160	10	13	objective
100032613074485248	79893160	14	14	positive
101649244238266368	14168427	0	3	objective
101649244238266368	14168427	4	4	positive
101649244238266368	14168427	5	5	objective
101649244238266368	14168427	6	9	positive
101649244238266368	14168427	10	18	objective
100018506082435072	25273039	0	1	objective
100018506082435072	25273039	2	2	neutral
100018506082435072	25273039	3	11	objective
100018506082435072	25273039	12	12	neutral
100018506082435072	25273039	13	25	objective
111403659526553600	173099395	0	19	objective
101967591999946752	24034126	0	7	objective
100802557735206912	276696585	0	7	objective
100079365290864641	97200415	0	20	objective
101105210491023360	179774971	0	5	objective
101105210491023360	179774971	6	6	negative
101105210491023360	179774971	7	19	objective
100275359689347074	280997311	0	8	objective
100275359689347074	280997311	9	11	negative
100275359689347074	280997311	12	22	objective
100755836120473603	122804436	0	6	objective
100755836120473603	122804436	7	7	positive
100755836120473603	122804436	8	22	objective
100001547253063681	40165410	0	15	objective
100001547253063681	40165410	16	16	negative
100001547253063681	40165410	17	20	objective
101121012032225280	27387825	0	1	objective
101121012032225280	27387825	2	2	positive
101121012032225280	27387825	3	30	objective
108563517724049408	271473962	0	20	objective
100606422827544576	347311370	0	1	objective
100606422827544576	347311370	2	3	negative
100606422827544576	347311370	4	9	objective
100606422827544576	347311370	10	16	negative
100472032873025536	103237898	0	21	objective
100771588605100032	48589253	0	0	positive
100771588605100032	48589253	1	8	objective
100771588605100032	48589253	9	9	positive
111991323975888899	53553224	0	7	objective
